Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Chlorine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Trioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Brine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Gold
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Pigiron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Cobalt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ardite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Manyullyn
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Knightslime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum Brass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Brass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Copper
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Tin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Zinc
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lead
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Nickel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Silver
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Electrum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Steel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Canola Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Canola Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crystallized Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Empowered Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Evil Infused Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enchanted Metal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Demon Metal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Fusionite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Irradium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Solsteel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Runesteel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Gravitonium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Trichromadentium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Atronium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ebonite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fusion Lava
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Valasium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crude Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sap
aeadditions:pattern.fluid:0, ME Fluid Pattern: Syrup
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tree Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seed Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biocrude
aeadditions:pattern.fluid:0, ME Fluid Pattern: Grassoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Splash Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Primal Mana
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Platinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Iridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Invar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Constantan
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Signalum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lumium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seared Stone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Obsidian
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Clay
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Dirt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Emerald
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Glass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Blue Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Purple Slime
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.component:7, 1k ME Gas Storage Component
aeadditions:storage.component:8, 4k ME Gas Storage Component
aeadditions:storage.component:9, 16k ME Gas Storage Component
aeadditions:storage.component:10, 64k ME Gas Storage Component
aeadditions:storage.component:11, 256k ME Gas Storage Component
aeadditions:storage.component:12, 1024k ME Gas Storage Component
aeadditions:storage.component:13, 4096k ME Gas Storage Component
aeadditions:storage.casing:0, Advanced Storage Housing
aeadditions:storage.casing:1, Fluid Storage Housing
aeadditions:storage.casing:2, Gas Storage Housing
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:terminal.gas.wireless, item.com.the9grounds.aeadditions.terminal.gas.wireless.name
aeadditions:gas.item, item.com.the9grounds.aeadditions.gas.item.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, ME Fluid Assembler
aeadditions:fluidfiller, ME Fluid Auto Filler
aeadditions:hardmedrive, Blast resistant ME Drive
aeadditions:vibrantchamberfluid, Fluid Vibration Chamber
aeadditions:gas_interface, ME Gas Interface
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
extrautils2:snowglobe:0, Magical Snow Globe
extrautils2:snowglobe:1, Magical Snow Globe
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:unstableingots:0, Unstable Ingot
extrautils2:unstableingots:1, Stable-'Unstable Nugget'
extrautils2:unstableingots:2, Stable-'Unstable Ingot'
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
